dv,cand,dv_val,se,scheme,strata,survey
house_vote,Republican,57.45484752325607,1.6908617019883894,CMAGR+Party,"County, Votemode, Age, Gender, Race, Pid",CES
climate,NA,2.490376862153315,0.045230053676295325,CMAGR+Party,"County, Votemode, Age, Gender, Race, Pid",CES
gov_vote,Crist,39.62922284657863,1.697902522071067,CMAGR,"County, Votemode, Gender, Race, Pid",CES
gov_vote,DeSantis,59.65451583556931,1.7017000035865335,CMAGR,"County, Votemode, Gender, Race, Pid",CES
gov_vote,Other,0.7162613178520685,0.23783100819827777,CMAGR,"County, Votemode, Gender, Race, Pid",CES
sen_vote,Demings,40.25008326342193,1.6949133913656367,CMAGR,"County, Votemode, Gender, Race, Pid",CES
sen_vote,Other,0.8022896434834922,0.22442329375138803,CMAGR,"County, Votemode, Gender, Race, Pid",CES
sen_vote,Rubio,58.94762709309459,1.6988805147305768,CMAGR,"County, Votemode, Gender, Race, Pid",CES
house_vote,Democrat,39.09184189564152,1.6927117970479215,CMAGR,"County, Votemode, Gender, Race, Pid",CES
house_vote,Other,3.0235119633448826,0.47165769049224254,CMAGR,"County, Votemode, Gender, Race, Pid",CES
house_vote,Republican,57.8846461410136,1.7082758270950065,CMAGR,"County, Votemode, Gender, Race, Pid",CES
climate,NA,2.500070115760865,0.045788142600236524,CMAGR,"County, Votemode, Gender, Race, Pid",CES
gov_vote,Crist,39.62922284657863,1.697902522071067,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
gov_vote,DeSantis,59.65451583556931,1.7017000035865335,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
gov_vote,Other,0.7162613178520685,0.23783100819827777,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
sen_vote,Demings,40.25008326342193,1.6949133913656367,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
sen_vote,Other,0.8022896434834922,0.22442329375138803,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
sen_vote,Rubio,58.94762709309459,1.6988805147305768,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
house_vote,Democrat,39.09184189564152,1.6927117970479215,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
house_vote,Other,3.0235119633448826,0.47165769049224254,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
house_vote,Republican,57.8846461410136,1.7082758270950065,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
climate,NA,2.500070115760865,0.045788142600236524,CMAGR+Party,"County, Votemode, Gender, Race, Pid",CES
